"age_of_driver","safty_rating","annual_income","past_num_of_claims","liab_prct","claim_est_payout","age_of_vehicle","vehicle_price","vehicle_weight","fraud"
55,80,40064,0,93,3930.872886,3,32460.3645,31174.05115,0
44,72,37837,0,1,1872.920668,9,31466.93211,20608.63799,0
28,71,33312,1,87,5647.464585,8,22173.7106,26579.99365,0
41,90,37136,0,15,8692.513642,4,5228.287145,12264.08832,0
44,71,37822,0,0,4201.259673,4,22214.39954,36882.79136,0
54,90,39899,4,28,6419.69473,5,21150.27211,24363.34992,0
46,98,38261,0,76,5093.119224,5,13232.42191,21418.87126,0
40,81,36895,3,79,9257.919694,4,33028.22802,11403.66367,1
43,72,37610,2,54,6224.143013,1,29453.42096,8031.928378,0
46,84,38298,0,99,6668.806276,11,18315.91047,12191.28176,0
68,75,42176,1,40,4097.727319,6,20307.1021,19422.78177,0
58,91,40606,1,47,2980.045233,4,39750.87581,14768.96935,0
55,80,40074,0,22,1667.369676,4,29873.99169,55624.30882,0
39,66,36640,0,26,4788.745847,5,10313.5049,20987.2505,0
36,91,35841,0,49,9383.97411,3,17600.09174,15604.94334,0
48,94,38721,0,25,3556.568847,6,12608.38122,13052.0806,0
43,76,37614,2,4,3917.255491,4,38508.98518,37438.2292,0
64,84,41594,0,94,4064.273522,4,18341.86535,22640.78045,0
23,86,31337,0,51,6850.609915,7,18031.57767,18406.4894,0
56,57,40248,3,54,4075.434618,3,14668.48189,22453.1551,0
66,74,41901,0,69,1242.068391,3,27743.20972,47442.76702,0
41,61,37133,0,19,4464.999487,3,16139.38186,5370.949379,0
53,61,39691,0,93,4861.699774,6,46169.96333,19584.62179,0
47,84,38516,0,0,3866.180182,2,12294.96239,22434.34174,0
37,85,36087,0,68,4779.315117,5,20172.17061,16642.13269,0
49,75,38910,0,65,6321.323574,6,42796.67227,20279.18547,0
38,68,36376,0,49,3412.244402,2,27542.74264,62995.86511,0
36,86,35842,0,25,9006.891412,6,39913.98733,27051.32461,0
56,83,40256,0,1,5347.964857,3,18358.04845,18811.33773,0
50,61,39118,0,99,4160.307799,4,13622.66737,24683.91065,0
27,85,32954,0,69,4226.009563,5,53222.685,11380.07474,0
33,61,34963,3,13,8538.233586,1,41798.67831,15094.84959,0
34,88,35257,0,0,6833.458305,6,16354.23171,26862.88261,0
37,86,36102,1,49,6929.890807,2,42564.0494,26709.59491,0
31,75,34344,1,34,4813.601915,6,24709.58165,40055.54272,0
39,73,36630,0,50,3130.774192,7,8516.609156,9712.798146,0
34,49,35268,1,98,4199.007785,3,31927.89685,9223.530561,0
37,59,36106,1,50,4130.713562,5,29882.66346,5962.605883,1
33,44,34984,0,66,3522.661438,7,20334.36066,11418.01583,0
42,78,37384,0,51,3401.205674,5,15886.93846,20298.69477,0
37,65,36104,0,92,3663.214317,2,35827.4957,19074.84862,0
35,88,35574,0,6,5486.90001,5,4014.704375,20605.66003,1
54,80,39884,0,16,2507.309382,3,23824.88135,27808.40032,0
54,81,39871,0,6,1769.119331,1,27145.19862,11366.63166,0
69,78,42353,0,27,2102.755744,6,14316.55041,33194.31273,0
53,87,39700,4,18,3452.15655,5,40619.67527,4729.131641,0
44,80,37825,1,48,4081.630499,6,44979.6714,22765.84191,0
36,71,35831,0,85,8173.097838,1,69526.83232,5240.758271,0
65,83,41751,1,25,2783.220834,7,11944.5162,20913.69969,0
69,56,42340,0,99,10419.98696,6,14709.74596,16534.33513,0
47,70,38499,0,94,2930.087327,0,24771.15161,11765.21149,0
51,32,39321,0,89,7382.03059,6,29940.45393,33899.51329,0
39,74,36635,0,93,3017.185413,10,27801.39607,21527.20487,0
26,68,32559,2,7,4593.220363,6,13677.27485,33600.32535,0
33,90,34975,0,68,4070.859255,6,12595.61814,21983.38753,0
44,84,37831,0,100,4440.855598,5,25032.32109,31472.26861,0
41,86,37135,1,23,10684.89434,3,18355.46285,11410.66768,1
34,61,35276,0,54,5228.804398,4,46447.2862,18602.09473,0
35,80,35570,0,50,7186.574782,8,25077.12899,30225.94291,0
61,84,41122,2,4,1856.310715,7,14962.66154,6801.900942,0
43,85,37612,0,22,2283.267669,4,30364.44152,29600.84814,0
40,90,36883,0,26,8774.528535,8,21369.07847,12188.11081,1
31,87,34337,1,18,4497.504297,4,12486.99205,17929.80572,0
27,76,32960,2,3,5306.533977,3,15859.83383,7956.163597,0
39,67,36639,1,31,1475.691364,5,26449.88908,23980.19939,1
33,92,34941,3,32,4693.23269,4,20308.29999,26317.54327,0
44,74,37831,1,89,4941.217745,4,29420.533,37345.2924,0
49,88,38913,0,100,5991.198004,5,10286.23849,15929.81096,0
52,91,39517,0,50,6770.306794,6,41037.92534,16114.16942,0
33,82,34969,1,98,5937.564142,9,50316.60283,24646.52047,0
59,71,40797,0,26,5747.184907,4,5645.61769,39043.7266,0
47,61,38493,0,12,6109.372164,3,9385.275794,24624.36555,0
46,84,38289,0,12,4691.006306,2,11649.50497,27176.45803,0
37,65,36108,0,17,5641.282111,6,21361.97312,31409.27283,0
54,81,39883,0,50,3676.240263,4,44210.02432,11042.57868,0
37,66,36117,0,74,3568.326791,2,32236.07729,19889.09243,0
41,88,37139,0,82,3519.784158,5,16752.96617,24580.40016,1
40,67,36881,0,94,9009.73991,4,14057.98323,7332.54993,0
80,86,43829,0,93,6867.435761,6,27196.25971,11480.65892,0
38,64,36365,0,94,3759.004042,5,40144.38218,23132.21533,0
64,86,41581,0,77,4762.208871,4,17165.09765,26255.32484,0
68,80,42203,0,7,3146.030217,4,12953.67422,39144.00376,0
52,52,39504,0,92,5247.696852,5,30039.3786,35715.90602,0
49,63,38918,2,0,4962.731423,6,16774.34822,60650.71817,0
42,76,37378,0,3,7277.515047,4,13630.37926,33036.2302,0
53,89,39706,0,31,10232.84747,8,8916.152478,26612.12262,0
32,82,34657,0,53,9009.716252,4,14054.02165,44162.43302,0
61,68,41111,0,73,5017.493406,2,21359.27911,14395.02316,0
42,91,37379,0,10,9315.192041,5,23024.06388,9968.633458,0
38,86,36364,0,5,13607.39007,6,29505.62852,63064.77084,0
34,51,35255,0,32,4691.35406,8,23548.57283,34559.2964,1
60,64,40945,0,100,4690.003864,3,2712.386576,15225.32342,0
39,65,36633,0,30,4286.777037,6,29909.9273,16465.58317,1
42,80,37403,0,58,4050.919549,4,15354.31784,6993.936624,0
63,85,41440,1,75,2854.584027,6,10202.62824,22439.78547,0
55,89,40073,0,49,5062.314492,4,34394.22459,7460.380827,0
42,91,37370,0,10,4605.985974,9,9039.491884,32442.46757,0
40,83,36888,0,73,4178.83224,3,24598.27477,11996.54728,0
54,82,39892,1,0,4625.171298,3,16785.70016,22674.86466,0
37,66,36119,0,97,7776.890389,5,27762.71843,18145.77876,0
59,49,40789,0,7,1619.20444,7,54123.49952,7639.360479,0
46,63,38287,0,50,3292.46188,3,20233.55884,14518.43278,0
21,60,30442,2,0,5758.026777,5,39817.60734,15553.59988,0
37,95,36109,4,97,8604.724138,4,20156.06707,8517.532439,1
38,56,36357,0,99,5162.036117,8,9395.855074,37487.2866,0
40,91,36886,0,53,5974.909322,5,19717.01548,26103.17737,0
35,77,35554,0,63,2499.883045,5,21433.83294,10994.81279,0
77,64,43425,0,32,2319.451173,3,13825.6916,24020.85605,0
42,63,37391,0,12,6021.450261,4,15522.69212,39457.65299,0
66,65,41898,0,18,2357.030312,7,16161.02225,16475.18907,0
46,53,38289,0,20,8860.8712,2,19537.06235,15451.24127,0
56,75,40231,0,3,3254.337504,10,14124.71909,26374.14712,0
31,69,34338,0,28,5754.331098,6,14247.62036,6299.590199,0
35,83,35558,0,8,5947.928935,11,17191.0987,19238.14932,0
53,80,39710,0,18,4972.509077,5,11323.42069,12661.22312,0
48,51,38730,0,21,7364.011727,3,15272.02788,60792.42714,0
56,74,40249,0,89,3895.120917,9,18918.5515,22623.11188,0
59,71,40771,0,36,7786.945373,4,42880.88334,16174.14895,0
51,38,39309,1,61,5341.143769,3,7083.130475,29979.62166,0
37,79,36102,0,25,4296.959278,8,19841.58695,33512.69379,0
49,92,38929,0,50,4626.90255,4,23002.05827,12877.01039,0
43,69,37618,0,0,1998.31453,12,7918.421718,24764.25561,1
52,79,39508,0,50,6005.0789,6,23214.27894,35390.53768,0
33,69,34961,0,44,5511.60089,5,19869.22213,18746.06246,1
43,85,37617,0,26,6199.580015,1,9260.230382,41069.01238,0
40,79,36874,4,17,4359.797921,2,9370.262755,26794.75971,1
43,85,37622,0,0,10279.42399,5,13449.58178,10500.83822,0
47,81,38499,0,47,9980.487794,3,33278.9901,14390.09507,0
53,42,39697,2,98,2430.237952,8,16993.65126,5242.214923,1
45,17,38091,1,50,10779.52687,4,14948.09244,6666.067183,1
28,93,33313,0,0,5370.816188,6,26129.52844,32880.72055,0
64,99,41593,0,70,2805.462712,3,23516.75048,25919.18684,0
36,93,35838,0,78,2671.559465,3,21045.46593,9217.965578,0
43,82,37606,2,97,6488.92141,5,14903.0418,14960.64401,0
37,83,36108,0,38,4201.01445,4,21608.43241,14639.91771,0
27,89,32954,1,40,2568.346417,2,19804.31538,15049.80099,0
51,71,39327,0,23,4111.204677,7,12951.18557,15721.31902,0
32,64,34669,0,51,4073.813924,6,58071.84493,38364.1346,1
59,41,40767,0,92,1998.985292,5,27204.14829,18502.14957,0
61,85,41120,0,100,4519.454902,3,27981.40631,15506.23514,0
49,75,38929,0,27,11240.74643,7,22763.92097,21961.48176,1
57,88,40430,1,22,3932.395939,6,13676.53634,23480.45106,0
31,71,34328,0,50,2316.359004,4,21655.10849,18785.49348,1
58,68,40606,0,97,5533.084999,2,24432.36599,20544.59299,0
42,94,37375,1,34,4447.128283,8,16842.93713,27594.27036,0
24,57,31764,2,57,6684.566,1,19515.71221,23054.90863,1
60,47,40935,0,2,7609.539456,11,14054.40951,18328.17997,0
38,17,36367,2,44,11101.32516,5,12217.01549,33404.445,0
25,91,32203,1,18,3336.963001,2,17397.86438,21095.05034,0
52,80,39505,0,8,4490.388835,5,35883.34567,34530.50967,0
66,77,41884,0,80,3789.126029,6,13338.12269,38383.52644,0
28,72,33314,0,49,4539.22951,6,24809.38025,22925.63373,0
34,48,35264,0,69,4297.687515,6,9742.033376,40630.19802,0
33,63,34961,0,50,5862.028982,10,15975.06494,25431.19796,0
63,85,41454,0,63,3996.404233,2,15721.21314,20503.5362,0
24,76,31775,0,0,5833.386367,9,26675.5181,23103.00252,0
46,81,38272,0,100,3474.021786,3,37409.4071,6181.076883,0
34,57,35269,0,40,5842.620904,4,22296.96415,12007.25406,0
44,82,37844,0,89,5180.963551,4,10665.25303,38752.15899,0
56,45,40255,0,43,2769.028319,10,27600.11291,12273.48844,1
61,87,41108,0,50,1376.129391,7,41120.8814,12214.60045,1
36,85,35830,0,39,4092.212643,4,24543.2014,28808.68307,0
61,77,41100,2,98,6661.649031,4,26227.86052,28198.74142,0
56,68,40246,0,46,5623.859116,2,24257.83661,26862.87225,0
56,55,40247,0,50,7144.280458,3,5566.767562,9835.303179,0
43,67,37608,0,100,4148.527458,7,6435.468151,33549.92882,0
39,83,36644,0,19,3032.411376,5,14717.12665,27004.77438,0
34,87,35271,0,97,1551.704677,2,21780.62247,13967.76464,0
39,74,36621,2,100,4779.276227,4,30992.02149,29416.77391,0
47,88,38495,0,0,6245.436731,8,37612.00587,11059.97989,0
35,79,35549,0,79,2973.611655,7,7792.069356,18640.71544,0
47,83,38491,0,10,1592.320416,6,28367.89726,31245.59332,1
38,89,36374,0,44,6123.321273,8,21844.70795,15334.74128,0
35,92,35547,3,18,7219.320982,2,27135.80708,32699.77327,0
42,88,37368,1,100,5867.644165,5,33073.46997,59819.83485,0
49,54,38912,0,0,3199.887103,5,16878.11245,23282.53042,1
46,82,38286,0,50,2032.176479,6,31098.59252,13326.99791,1
61,79,41104,0,19,9382.09167,3,37660.78846,6725.204651,0
52,88,39525,0,4,5491.00564,4,32985.78414,18706.82589,0
57,82,40431,0,23,2531.688272,4,23749.22367,39598.77693,0
32,75,34646,3,82,5764.564301,7,52043.02829,8751.863172,0
34,90,35256,0,60,2745.726717,7,14972.87657,18609.44821,0
42,78,37386,0,0,4766.821106,9,9504.247992,5115.174982,0
55,85,40076,0,30,3588.403513,5,9845.728314,22867.55459,0
45,72,38052,1,93,1542.801971,10,33425.35136,60721.34596,1
64,85,41571,0,12,5071.993848,4,25497.15183,10837.65752,0
41,64,37141,0,11,2079.302127,7,30418.05144,24535.58984,0
57,86,40428,0,41,4774.767954,7,9630.101148,20882.0164,0
46,80,38279,0,100,4938.898613,4,31693.78366,16482.62216,0
57,82,40443,1,28,4010.85081,3,27907.78254,17320.6621,0
56,86,40249,2,100,2012.070739,5,22761.58992,13444.72787,0
28,80,33332,1,59,2570.479288,6,10448.23599,31707.2979,1
55,80,40084,1,85,3407.443722,3,15910.65487,11437.20586,0
42,85,37392,0,44,3669.233349,7,19754.31493,14490.27709,0
44,76,37837,0,100,2828.070653,10,11343.28874,20181.58807,0
60,67,40946,0,80,2866.112141,6,20618.57581,10838.50759,0
61,62,41107,0,4,4327.303334,3,5828.769163,30072.28814,0
38,72,36351,0,3,5101.241826,8,29586.62328,28206.34978,0
50,75,39102,0,99,4711.059846,1,7745.283726,27970.36821,0
49,43,38912,0,92,4269.122493,6,6930.724816,27364.06443,1
25,72,32167,0,69,2467.219013,7,14564.76928,19452.07347,0
28,54,33326,0,76,4570.395248,6,21722.55555,24652.63901,0
26,66,32584,0,15,3551.483349,11,34580.85092,19720.50618,0
34,84,35270,0,100,1389.056435,5,54333.94633,38871.85249,0
32,87,34671,0,26,6392.442496,3,26110.98918,16370.61983,1
43,72,37614,0,98,2566.59125,4,40318.80981,23339.57288,0
57,45,40422,0,50,2621.849302,6,26688.3056,36681.8306,0
45,18,38068,0,74,3868.596847,4,17656.85712,43410.53025,0
25,69,32193,0,28,6868.910602,7,19806.71955,32971.37298,0
54,63,39884,0,76,4204.954442,9,15527.08839,39533.44562,0
67,71,42032,0,98,2167.057535,3,11926.57597,20085.23496,0
40,96,36870,0,98,3633.703555,8,56237.31272,13298.72777,0
41,74,37138,0,50,8038.779925,8,34367.77593,25461.0636,0
47,60,38495,0,59,7342.778848,1,28400.38165,10822.42824,0
34,96,35253,0,50,6554.176086,3,24859.16711,18685.59013,0
29,93,33657,1,92,2397.678715,5,15120.64035,35974.65778,0
46,92,38314,0,36,2909.246446,4,43583.62365,24952.8033,0
35,51,35548,0,93,4396.504886,6,17887.46357,9236.822308,1
37,91,36099,0,32,2744.737155,3,16676.53171,26188.5846,0
73,81,42918,1,11,6639.284534,7,31809.48726,20078.41555,0
77,58,43445,1,70,3225.151952,2,33963.16373,16332.24182,0
48,80,38708,0,51,1702.2355,5,14597.8684,13145.54427,0
41,47,37122,0,50,2158.891209,2,36323.35248,41240.94559,0
60,88,40966,0,100,6860.999455,4,24674.99816,10790.49934,0
50,48,39127,0,50,4305.077736,3,11693.42002,11463.68049,0
39,84,36629,0,59,5119.297566,7,3755.811258,23712.61469,0
56,85,40253,1,66,5777.136379,4,24673.11182,17230.0657,0
36,73,35834,0,1,6280.718102,3,22005.37266,21044.99793,1
72,84,42770,0,23,3856.395822,3,24781.28853,36875.42742,0
61,81,41091,0,50,6343.294133,9,26544.9156,20776.46333,1
50,77,39109,0,11,7445.790525,6,8405.808032,19525.96658,0
55,72,40064,1,53,7181.915769,6,30689.12224,11718.19068,0
30,84,34018,0,20,5572.762719,3,8205.698455,29500.18495,1
43,59,37630,2,18,7902.294638,3,19438.27399,37514.90071,1
63,71,41424,0,79,8482.334182,5,32469.8492,21352.24485,0
41,83,37139,0,5,5075.592902,7,10593.55886,16245.78364,0
42,71,37363,0,71,3991.688472,5,22753.33942,36739.45501,0
69,82,42356,0,95,2323.867864,4,24084.6829,16905.39666,0
62,82,41295,0,86,5614.70577,1,13032.18418,23344.08253,0
35,54,35553,0,100,3262.251458,4,12337.0175,54974.38634,0
53,91,39702,0,25,4713.824902,3,34904.70442,9490.092355,0
38,72,36355,0,0,5209.818465,4,19461.40303,53387.24594,0
64,89,41576,0,88,4119.476738,4,31151.4334,24010.68092,1
24,74,31768,1,50,6504.892971,3,58020.33042,10772.10183,0
56,44,40250,0,1,3078.947247,3,7237.330994,19426.72252,0
53,84,39701,0,50,2410.287409,4,34901.80167,28020.15912,1
36,80,35838,0,34,4514.142147,5,13463.71237,7964.098757,1
37,57,36125,0,50,2791.228268,3,12612.64438,41920.39586,0
45,95,38071,0,84,7489.539413,5,42358.85896,32224.72886,1
27,96,32968,0,41,3077.709236,6,24832.21186,34356.12409,0
42,70,37387,0,14,4133.24399,5,19295.69008,20518.79183,0
56,70,40248,1,81,4802.08213,9,45435.14574,67682.79219,0
33,47,34989,0,55,3985.920061,8,35112.49968,26808.44553,0
42,78,37366,1,0,7270.414926,4,14301.5548,29314.21523,0
51,74,39301,0,3,5264.350068,3,42306.01399,22516.42488,0
32,65,34640,0,17,3720.873491,3,12322.04473,12682.80076,0
60,72,40929,4,22,4623.462245,6,12438.62097,12817.83363,0
56,72,40263,1,42,2594.539193,10,9233.565085,5729.027964,0
42,34,37375,2,6,2911.781821,6,28257.21169,28246.05141,1
49,70,38928,1,90,5083.754763,2,29398.26392,17162.63801,0
47,94,38507,2,56,2579.407432,10,24804.44306,15175.78276,0
26,72,32558,1,90,6445.691086,9,20666.36335,4767.920127,0
39,75,36628,0,0,3627.007737,3,55709.1554,32235.30317,1
31,86,34360,4,93,1218.139591,3,23788.98335,46489.29859,0
61,90,41128,0,5,6597.017087,5,30090.24797,13560.9531,0
42,73,37392,0,2,5530.154021,8,26104.05695,14348.46795,0
59,83,40774,0,98,3697.713049,6,5264.282423,5440.974774,0
40,79,36877,0,100,9063.491566,1,18038.5089,22664.09052,1
49,60,38910,0,98,3961.017913,6,9171.465946,15216.86289,0
50,32,39108,1,1,5153.399955,4,26232.19485,15211.52712,0
44,74,37835,0,19,1459.848985,2,13615.33004,13316.36096,0
41,44,37138,0,99,5952.452761,9,65497.20231,19340.00508,0
39,67,36662,0,100,2395.143522,4,14529.36334,34036.50839,0
44,83,37835,0,0,2535.497451,5,12725.82567,38587.40092,0
44,51,37839,1,5,7024.527776,8,30789.23463,13341.24061,0
33,68,34986,0,83,3783.004003,5,25920.73384,18174.27198,0
47,83,38503,3,100,3021.799799,2,22398.48508,22504.39488,0
55,96,40080,0,100,5481.294684,7,34197.2018,18529.1814,0
37,72,36109,0,39,5211.146087,8,46651.00525,14613.49417,0
46,86,38284,0,65,5666.378383,8,22207.21352,40043.05434,0
43,84,37604,0,0,5766.706231,4,17129.53904,24667.80433,0
55,82,40068,1,50,5057.573982,7,11723.69299,27487.62079,0
46,50,38292,0,63,5730.334845,4,44966.62968,22116.42632,0
48,86,38713,3,68,5104.83322,5,19298.70121,12502.45824,1
58,49,40613,1,36,2615.167742,4,23248.87106,32267.12559,0
37,80,36117,0,0,8595.840824,5,16392.71061,21514.79858,1
38,94,36368,0,69,1161.305323,3,27507.89976,19754.27841,1
22,75,30901,2,50,5504.812009,8,65361.45291,25653.78524,0
28,88,33325,1,100,2109.448612,6,11215.26018,11304.60768,0
52,87,39512,0,26,4315.669466,3,22781.12417,9727.427358,0
56,65,40241,0,28,2725.767949,5,25380.72851,25524.63543,0
40,39,36878,0,75,2892.096782,3,24441.93041,39214.76652,1
59,83,40777,0,0,9693.637587,2,31542.83174,10561.82114,0
28,77,33313,0,50,3889.634936,4,32946.32972,28524.62691,0
36,90,35839,0,100,4790.592831,8,18787.44898,23914.22942,1
56,67,40269,0,15,7675.59319,7,31647.10874,33704.97551,0
57,69,40426,0,25,1196.401328,6,34620.68329,20152.79537,0
35,75,35558,0,63,4043.396006,3,5540.27169,13559.40643,0
51,65,39333,0,18,5596.803824,5,14962.93146,29878.49766,0
33,90,34963,0,83,5218.787529,6,55637.96686,22547.42024,0
52,88,39516,0,65,9994.706029,5,28858.76147,12930.18244,0
31,73,34345,0,19,2649.30197,3,47358.66332,30508.78108,0
31,90,34339,0,4,4273.706733,8,14243.47498,15746.51431,0
38,72,36375,0,51,2654.238525,5,41816.16769,19404.6106,0
57,91,40425,0,63,5187.602327,6,11229.00277,26464.07804,0
47,56,38501,1,58,5791.121401,6,32366.75146,11748.12218,0
47,75,38498,1,21,7720.817899,3,22939.88468,14355.53556,0
35,53,35545,0,56,2812.66353,4,36674.83684,18876.98499,0
53,65,39702,1,46,3835.525171,3,6554.640297,24243.1547,1
56,78,40248,0,49,4795.84819,7,14597.40783,17567.25025,0
52,59,39505,0,34,3173.747925,0,35321.67039,14376.98234,0
39,78,36649,0,9,3259.978305,6,7149.565003,23359.90748,0
32,84,34656,0,0,11154.32048,5,36814.87147,18973.74181,0
39,55,36652,0,32,1571.356786,4,18258.45006,24313.52106,0
35,85,35545,2,30,4995.728035,2,12672.63529,9145.756483,0
52,76,39508,0,2,1639.518263,5,12029.96906,17984.38708,0
68,80,42181,0,8,6001.628569,5,31881.90714,60036.16113,0
49,77,38928,0,99,4911.422197,5,31475.33368,25130.04313,1
41,64,37130,1,26,2676.964744,7,14858.30202,24796.95521,0
36,85,35842,0,82,4092.320815,10,9350.055022,9112.395326,0
47,82,38489,1,98,6857.155358,3,20163.40006,23649.26557,0
25,75,32164,1,0,3726.719975,3,12952.99178,31290.83244,0
21,61,30440,1,49,3948.783811,4,23161.39517,17552.56707,1
64,88,41585,0,86,2904.808913,4,33717.01366,10126.00456,0
25,77,32203,0,35,571.755646,6,9079.145813,12189.77071,0
23,51,31336,0,92,3757.413296,8,17589.27146,35935.70174,0
31,29,34348,0,23,6363.945626,8,39914.24254,18479.22603,1
27,65,32942,0,84,4441.82965,4,16992.58783,27486.32589,0
40,44,36877,0,50,4382.345451,5,25572.66003,13158.54824,0
34,98,35250,0,40,4907.623002,6,40622.30557,25435.24411,0
24,96,31770,1,11,3197.09383,4,43351.5081,23758.49265,0
55,86,40082,1,99,6456.909209,8,33316.80174,17781.4506,0
38,85,36374,0,13,5712.193534,4,10703.44734,26639.78322,0
61,70,41101,0,24,2935.967607,4,14555.06149,13654.93663,0
45,56,38081,0,49,3226.714103,4,19860.36397,32466.26572,0
20,79,29958,1,95,9011.685294,7,14815.78467,27359.51823,0
48,57,38702,1,46,4246.441868,10,55652.83446,14627.98484,1
30,79,34022,0,0,6845.101994,5,20087.43397,66917.99033,1
39,54,36647,0,50,5423.094185,4,16410.94211,11573.96759,0
27,93,32954,0,100,3446.284013,0,8477.085422,17335.93972,0
50,63,39116,0,29,5292.418819,7,20891.15912,19876.25993,0
21,84,30461,0,59,2878.416734,4,21076.26942,11164.86443,1
63,57,41442,0,51,5462.165617,7,37827.63829,23230.59492,0
39,83,36623,0,88,5208.131826,6,38350.91483,18437.77175,0
51,61,39303,0,100,4217.529127,5,41427.77846,19203.28872,0
24,92,31790,0,66,10017.77683,6,8486.653738,27900.93897,0
29,66,33673,0,100,3091.873728,6,14228.15284,17396.73141,0
45,78,38075,0,4,2081.788729,4,16481.68155,26058.12772,0
37,81,36092,2,66,5466.325585,5,26626.65416,25907.55923,0
43,80,37623,0,0,5083.337501,8,10396.0504,21042.18765,0
53,85,39703,1,33,3648.660212,4,8683.187636,47175.23258,0
30,83,34013,0,10,6232.534687,5,41598.91993,61210.12945,0
44,70,37844,2,85,7699.909463,1,53120.7122,9456.799814,1
40,82,36896,1,67,4966.569165,5,20618.36608,20912.79104,0
48,59,38710,0,31,2220.982176,5,12801.96092,13038.95909,0
39,89,36648,0,80,5456.893713,6,8284.277865,24475.10276,0
27,87,32955,0,88,3157.840614,6,14039.22074,12100.65829,0
46,84,38273,1,31,8972.532431,6,9153.694099,8118.759958,0
45,76,38063,0,97,5024.46374,7,3991.552978,22392.68251,0
34,85,35269,2,2,2944.450147,4,34071.71532,15991.57281,1
69,78,42354,1,56,4005.897727,9,8902.41567,9915.512211,1
41,86,37140,0,87,1840.973812,5,8386.670376,34416.67186,0
44,91,37831,1,99,8601.035061,3,14501.87298,37561.98025,0
53,75,39691,1,84,4377.651773,5,14869.3518,32551.82112,0
42,84,37374,0,0,1780.548944,10,18889.69452,18048.4755,0
69,86,42345,0,46,4830.825044,4,41903.41259,20986.95869,1
57,47,40428,1,6,1894.099017,1,42111.1048,14941.74788,0
45,75,38071,0,5,6260.249915,7,44900.2927,58318.19042,0
24,98,31775,0,33,5811.875743,8,29892.47724,25665.04226,0
59,58,40764,0,71,5258.766338,3,4131.633617,13903.5351,0
67,81,42045,0,70,2910.637768,3,12968.52261,26398.30514,0
45,82,38054,0,19,3528.626427,4,23223.07301,7820.920823,1
61,84,41118,0,2,1951.160948,5,11294.06545,16379.96736,0
29,75,33679,0,21,3067.964012,10,8751.221007,26370.72428,0
39,94,36655,1,36,3540.28307,4,23841.02639,50662.09688,0
34,81,35258,0,85,3837.892593,5,38421.69246,34415.37449,1
59,92,40748,0,99,3478.546086,2,21386.63813,19598.04517,0
52,78,39519,0,50,6496.604195,7,7312.180162,35576.50631,0
48,54,38717,0,96,5502.343264,4,18804.59014,22469.82115,1
46,80,38303,0,7,4056.550929,4,13237.20078,54109.94121,0
53,59,39684,0,82,7350.541534,6,16205.92242,27453.79067,0
36,96,35838,0,17,6035.942494,4,36957.48597,28649.81505,0
72,95,42771,0,7,5859.39177,4,22035.35244,30581.84297,0
51,88,39314,0,89,1269.294489,6,12230.35303,16705.71066,0
41,66,37127,0,53,6060.047887,6,15563.00061,27985.05876,0
41,89,37123,0,53,3380.513931,4,30553.35101,5495.79394,0
33,54,34974,0,14,1715.253906,4,19106.71562,14150.23397,0
47,77,38518,0,33,5372.922569,5,10771.84307,17352.04913,0
36,45,35837,0,86,5355.342864,3,8718.505381,19257.4909,0
44,88,37863,0,23,2620.106788,4,19883.24173,20523.2462,0
35,97,35547,0,23,6148.515222,5,27683.41697,31278.60386,0
45,49,38064,0,2,6594.475618,3,41048.03966,39135.51235,1
31,54,34350,1,1,4669.117691,5,18279.19881,8044.553631,1
42,62,37385,0,50,6292.020134,8,20967.03528,28210.0283,0
46,62,38293,1,51,2083.578895,3,20510.93186,10407.98506,0
76,75,43300,0,73,7135.052608,5,15026.56505,19909.63539,0
55,73,40062,0,75,4505.524859,5,18226.19707,16172.44127,0
51,88,39303,0,17,8491.596822,6,7698.814745,32565.48873,0
59,83,40788,1,8,2134.706268,4,25761.45794,16339.62645,0
30,82,34013,0,92,3154.721986,4,34198.13782,21343.41847,0
38,87,36372,0,0,5317.035406,1,10489.75499,21880.71414,0
28,67,33328,1,50,4437.617162,4,10613.69187,30056.60985,0
45,87,38073,0,21,3409.905945,7,30020.42265,30457.74745,0
41,79,37136,0,27,3885.284871,5,6679.910411,11231.99455,0
28,73,33338,1,27,6494.914033,7,8218.839487,19815.85365,0
36,76,35832,0,100,6861.441234,5,19207.13387,17563.9839,0
47,62,38513,0,53,7651.1436,5,17129.25334,26936.50056,1
35,85,35549,4,85,2982.123028,7,39111.674,53555.85258,0
29,75,33667,0,99,5617.616402,7,17902.78935,22672.07766,0
57,81,40426,0,50,2989.903808,5,11441.72903,24940.42092,1
34,66,35258,1,15,8182.366741,6,18105.07452,15076.58843,0
39,96,36650,0,3,5338.920191,11,13956.73665,30069.97399,0
58,91,40595,0,72,5019.33959,5,20811.89327,21291.81076,0
47,47,38498,0,63,2716.928954,4,13678.79315,20458.636,0
62,63,41271,3,1,3686.39609,1,6910.153535,18442.84466,1
45,77,38068,0,91,6330.065687,5,17527.82076,18097.99583,0
42,64,37368,1,99,3347.579216,3,10320.73977,10239.35502,0
29,72,33681,0,94,6462.666911,4,24959.09796,27406.30727,0
36,80,35857,0,82,4275.345784,3,10157.04406,5665.519177,0
46,75,38286,0,16,2549.203427,4,11598.27669,23604.43903,1
46,85,38295,0,0,1984.720377,6,38693.95285,10673.09367,0
22,61,30902,0,92,7581.83791,10,16878.16755,11404.27893,0
